"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Offence Group","C02199V02655","Sex","UNIT","VALUE"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","01","Homicide Offences","1","Male","%","88"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","01","Homicide Offences","2","Female","%","12"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","011","Murder/Manslaughter/Infanticide","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","011","Murder/Manslaughter/Infanticide","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","012","Dangerous Driving Leading to death","1","Male","%","91"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","012","Dangerous Driving Leading to death","2","Female","%","9"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","02","Sexual Offences","1","Male","%","97"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","02","Sexual Offences","2","Female","%","3"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","021","Rape & Sexual Assault","1","Male","%","98"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","021","Rape & Sexual Assault","2","Female","%","2"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","022","Other Sexual offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","022","Other Sexual offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","81"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","19"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","031","Attempts/Threats to Murder","1","Male","%","91"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","031","Attempts/Threats to Murder","2","Female","%","9"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","032","Assaults","1","Male","%","79"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","032","Assaults","2","Female","%","21"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","033","Harassment & Related offences","1","Male","%","87"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","033","Harassment & Related offences","2","Female","%","13"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","04","Dangerous or Negligent Acts","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","04","Dangerous or Negligent Acts","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","05","Kidnapping and Related Offences","1","Male","%","96"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","05","Kidnapping and Related Offences","2","Female","%","4"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","06","Robbery, Extortion and Hijacking Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","06","Robbery, Extortion and Hijacking Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","07","Burglary and Related Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","07","Burglary and Related Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","08","Theft and Related Offences","1","Male","%","65"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","08","Theft and Related Offences","2","Female","%","35"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","09","Fraud, Deception and Related Offences","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","09","Fraud, Deception and Related Offences","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","10","Controlled Drug Offences","1","Male","%","89"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","10","Controlled Drug Offences","2","Female","%","11"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","11","Weapons and Explosives Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","11","Weapons and Explosives Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","12","Damage to Property and to the Environment","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","12","Damage to Property and to the Environment","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","13","Public Order and other Social Code Offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","13","Public Order and other Social Code Offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","88"
"RCD08C02","Percentage of recorded crime suspected offenders","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","12"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","01","Homicide Offences","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","01","Homicide Offences","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","011","Murder/Manslaughter/Infanticide","1","Male","%","95"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","011","Murder/Manslaughter/Infanticide","2","Female","%","5"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","012","Dangerous Driving Leading to death","1","Male","%","77"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","012","Dangerous Driving Leading to death","2","Female","%","23"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","02","Sexual Offences","1","Male","%","98"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","02","Sexual Offences","2","Female","%","2"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","021","Rape & Sexual Assault","1","Male","%","99"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","021","Rape & Sexual Assault","2","Female","%","1"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","022","Other Sexual offences","1","Male","%","96"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","022","Other Sexual offences","2","Female","%","4"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","81"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","19"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","031","Attempts/Threats to Murder","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","031","Attempts/Threats to Murder","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","032","Assaults","1","Male","%","81"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","032","Assaults","2","Female","%","19"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","033","Harassment & Related offences","1","Male","%","78"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","033","Harassment & Related offences","2","Female","%","22"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","04","Dangerous or Negligent Acts","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","04","Dangerous or Negligent Acts","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","05","Kidnapping and Related Offences","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","05","Kidnapping and Related Offences","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","06","Robbery, Extortion and Hijacking Offences","1","Male","%","91"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","06","Robbery, Extortion and Hijacking Offences","2","Female","%","9"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","07","Burglary and Related Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","07","Burglary and Related Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","08","Theft and Related Offences","1","Male","%","66"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","08","Theft and Related Offences","2","Female","%","34"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","09","Fraud, Deception and Related Offences","1","Male","%","78"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","09","Fraud, Deception and Related Offences","2","Female","%","22"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","10","Controlled Drug Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","10","Controlled Drug Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","11","Weapons and Explosives Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","11","Weapons and Explosives Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","12","Damage to Property and to the Environment","1","Male","%","89"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","12","Damage to Property and to the Environment","2","Female","%","11"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","13","Public Order and other Social Code Offences","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","13","Public Order and other Social Code Offences","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","87"
"RCD08C02","Percentage of recorded crime suspected offenders","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","13"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","01","Homicide Offences","1","Male","%","86"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","01","Homicide Offences","2","Female","%","14"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","011","Murder/Manslaughter/Infanticide","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","1","Male","%","87"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","012","Dangerous Driving Leading to death","2","Female","%","13"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","02","Sexual Offences","1","Male","%","97"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","02","Sexual Offences","2","Female","%","3"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","1","Male","%","99"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","021","Rape & Sexual Assault","2","Female","%","1"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","022","Other Sexual offences","1","Male","%","94"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","022","Other Sexual offences","2","Female","%","6"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","81"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","19"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","1","Male","%","94"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","031","Attempts/Threats to Murder","2","Female","%","6"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","032","Assaults","1","Male","%","80"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","032","Assaults","2","Female","%","20"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","033","Harassment & Related offences","2","Female","%","16"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","04","Dangerous or Negligent Acts","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","05","Kidnapping and Related Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","06","Robbery, Extortion and Hijacking Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","07","Burglary and Related Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","1","Male","%","64"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","08","Theft and Related Offences","2","Female","%","36"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","1","Male","%","76"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","09","Fraud, Deception and Related Offences","2","Female","%","24"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","1","Male","%","89"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","10","Controlled Drug Offences","2","Female","%","11"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","11","Weapons and Explosives Offences","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","12","Damage to Property and to the Environment","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","13","Public Order and other Social Code Offences","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","01","Homicide Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","01","Homicide Offences","1","Male","%","91"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","01","Homicide Offences","2","Female","%","9"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","1","Male","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","011","Murder/Manslaughter/Infanticide","2","Female","%",""
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","012","Dangerous Driving Leading to death","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","02","Sexual Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","02","Sexual Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","02","Sexual Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","1","Male","%","98"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","021","Rape & Sexual Assault","2","Female","%","2"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","022","Other Sexual offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","022","Other Sexual offences","1","Male","%","68"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","022","Other Sexual offences","2","Female","%","32"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","1","Male","%","80"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","2","Female","%","20"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","1","Male","%","93"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","031","Attempts/Threats to Murder","2","Female","%","7"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","032","Assaults","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","032","Assaults","1","Male","%","79"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","032","Assaults","2","Female","%","21"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","1","Male","%","88"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","033","Harassment & Related offences","2","Female","%","12"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","1","Male","%","85"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","04","Dangerous or Negligent Acts","2","Female","%","15"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","1","Male","%","95"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","05","Kidnapping and Related Offences","2","Female","%","5"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","06","Robbery, Extortion and Hijacking Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","1","Male","%","90"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","07","Burglary and Related Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","1","Male","%","65"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","08","Theft and Related Offences","2","Female","%","35"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","1","Male","%","80"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","09","Fraud, Deception and Related Offences","2","Female","%","20"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","1","Male","%","90"
